web-scraper-order,web-scraper-start-url,Product Name,Name,Price,Rating,Reviews,Description,ASIN,Product Description,Manufacturer
1675355280-143,https://www.amazon.in/s?k=bags&page=10&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),,,,,,,,
1675355280-144,https://www.amazon.in/s?k=bags&page=10&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Mi Business Casual 21L Water Resistant Laptop Backpack (Dark Grey),,,,,,,,
1675355280-145,https://www.amazon.in/s?k=bags&page=10&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,NIVIA String Bag/Drawstring Bag/Sports Bag Boys/Polyester String Bag/Kit Bags/Drawstring Sports Bag/Dori Backpack/Gym Bag/String Bag Men Waterproof/Drawstring Backpack (Sky Blue),,,,,,,,
1675355280-146,https://www.amazon.in/s?k=bags&page=10&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",,,,,,,,
1675355280-147,https://www.amazon.in/s?k=bags&page=10&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,HP 100 Lightweight Backpack for 15.6-inch Laptop with Elastic and Padded Shoulder Straps (Black),,,,,,,,
1675355280-148,https://www.amazon.in/s?k=bags&page=10&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"SIDRUM D2 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Grey)",,,,,,,,
1675355280-149,https://www.amazon.in/s?k=bags&page=10&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Lavie Women's Broxa Flap Over Sling Bag | Ladies Purse Handbag,,,,,,,,
1675355280-150,https://www.amazon.in/s?k=bags&page=10&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,StarX Nylon 15 Cms Gym Bag(Orange Bag_Orange),,,,,,,,
1675355280-151,https://www.amazon.in/s?k=bags&page=10&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Hidesign Women Sling Bag (Blue),,,,,,,,
1675355285-152,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black)",,,,,,,,
1675355285-153,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"POLESTAR Noble 32 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",,,,,,,,
1675355285-154,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,ADISA Women's & Girls' Sling Bag,,,,,,,,
1675355285-155,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",,,,,,,,
1675355285-156,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),,,,,,,,
1675355285-157,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Tabelito® Casual 15.6 Inch (39.6 cm) Water Repellent Laptop Backpack Office College School Business Travel Bag Suitable for Men Women Boys & Girls Capacity 25 Litre (Grey),,,,,,,,
1675355285-158,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,American Tourister Polypropylene Hard 68 cms Luggage- Suitcase(LG4 (0) 08 002_Iron Grey),,,,,,,,
1675355285-159,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Chic Buddy Waterproof Wet Bag, Washable, Reusable for Travel, Beach, Pool, Stroller, Diapers, Dirty Gym Clothes, Wet Swimsuits, Toiletries",,,,,,,,
1675355285-160,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls",,,,,,,,
1675355285-161,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Chic Buddy Waterproof Wet Bag, Washable, Reusable for Travel, Beach, Pool, Stroller, Diapers, Dirty Gym Clothes, Wet Swimsuits, Toiletries",,,,,,,,
1675355285-162,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Moderneco5 21L Water Resistant School Bag/Backpack/College Bag For Men/Women - Navyblue,,,,,,,,
1675355285-163,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,AUXTER Red Polyester Avenger Captain America Shield school Bag casual Backpack Daypack,,,,,,,,
1675355285-164,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Red Lemon Polyester Bange Series 15.6inch Laptop Bag for Men 35 LTR Capacity Daily Office Bag for Men and Women Black (1903),,,,,,,,
1675355285-165,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,wooum Water Resisitance Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Blue,,,,,,,,
1675355285-166,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan,,,,,,,,
1675355291-167,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,F Gear String 13 Ltr Gym Bag (Black),,,,,,,,
1675355291-168,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Dein Kleider Nylon Sling Cross Body Utility Travel Office Business Messenger one Side Shoulder Bag for Men and Women,,,,,,,,
1675355291-169,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Pigeon Breast Milk Storage Bag,Secure Seal & easy Storage,Hygienic Breast Milk Storage,Leak Proof,Zipper Zeal Breast Milk Storage,5 pcs",,,,,,,,
1675355291-170,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack (TH/JOSHUALAP07),,,,,,,,
1675355291-171,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,TULMAN Canvas Travel Sling Bag Cross Body One side Shoulder College Bag for Men & Women - 30 x 13 x 26 CM - Olive Green,,,,,,,,
1675355291-172,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,BROGBUS Leather Men Bag Business Messenger,,,,,,,,
1675355291-173,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,F Gear Enzo Sports Waist Bag (.Red),,,,,,,,
1675355291-174,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",,,,,,,,
1675355291-175,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,motherly 25 ltrs (25 Cms) backpack(5860_grey),,,,,,,,
1675355291-176,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK)",,,,,,,,
1675355291-177,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,F Gear Enzo Sports Waist Bag (.Black Blue),,,,,,,,
1675355291-178,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Trajectory Sigma Brown Elegant Vegan Leather Crossbody Messenger Office Bag for upto 15.6 Inch Laptop , MacBook , Notebook with Multiple Compartment Shoulder & Handbag for Men & Women with 2 Years Warranty",,,,,,,,
1675355291-179,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"POLESTAR Noble 32 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",,,,,,,,
1675355291-180,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,ASTRID Women's 17'' Black and White Textured Laptop Bag With Accessory Pouch,,,,,,,,
1675355291-181,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,,,,,,,,
1675355298-182,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Lavie Women's Malnov Tote Bag | Ladies Purse Handbag,,,,,,,,
1675355298-183,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,American Tourister Jamaica 80CM Wine RED Soft Suitcase,,,,,,,,
1675355298-184,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag Weekend Bag,,,,,,,,
1675355298-185,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Osaka Pro Series-11 Waterproof DSLR Backpack Camera Bag, Lens Accessories Carry Case for Nikon, Canon, Olympus, Pentax & Others-Made in India",,,,,,,,
1675355298-186,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",,,,,,,,
1675355298-187,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Women 2 Compartments Bag | Travel Purse Hobo Bag | 4 Pockets Shoulder Bag,,,,,,,,
1675355298-188,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007-PARENT,,,,,,,,
1675355298-189,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,EAYIRA Hanging Travel Toiletry Kit Bag Cosmetic Make up Organizer Multifunction Portable Makeup Pouch for Women and Girls Waterproof Ladies Case Travelling Storage Inner Ware Up Brush Kit Holder,,,,,,,,
1675355298-190,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,PALAY Women's Small Cross-Body Phone Bag Stylish PU Leather Mobile Cell Phone Holder Pocket Purse Wallet Sling Bag Mini Shoulder Bags,,,,,,,,
1675355298-191,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Casual Backpack,,,,,,,,
1675355298-192,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Superior 16LWater Resistant School Bag//Backpack/College Bag for Men/Women - Black,,,,,,,,
1675355298-193,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Wesley office Laptop Bag briefcase notebook professional business 15.6 Inch Briefcase messenger sling Water resistant Laptop Bag Tablet Business Carrying Handbag for Women and Men (Charcoal Black),,,,,,,,
1675355298-194,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Genie Camellia School Bag for Girls, 17 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls",,,,,,,,
1675355298-195,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Alifiya Polyester MacBook Laptop Sleeve Bag 16 Inch with Charger Pouch (Grey_L26),,,,,,,,
1675355298-196,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,,,,,,,,
1675355303-197,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Amazon Brand - Eden & Ivy Women's Sling Bag,,,,,,,,
1675355303-198,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,ASTRID Women's Round Sling Bag with Pompoms (Brown),,,,,,,,
1675355303-199,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Lenovo Casual Laptop Backpack B210 15.6-inch(39.6cm) Water Repellent Black,,,,,,,,
1675355303-200,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Baggit Women's PEPSI Sling Bag,,,,,,,,
1675355303-201,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"House of Quirk Hanging Travel Toiletry Bag, Waterproof Dopp Kit for Shaving Makeup Accessories, Men Cosmetic Organizer with Large Capacity, for Gym, Camping - Black",,,,,,,,
1675355303-202,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,PALAY® Crossbody Phone Bags For Women 3 Layers Small Multifunctional Mobile Pouch Sling Bags For Girls Latest Travel Cell Phone Purses Pouch Sport Shoulder Bag,,,,,,,,
1675355303-203,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Northzone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,,,,,,,,
1675355303-204,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Artistix 25 ltrs (30 cms)backpack(Talon_40cm_black),,,,,,,,
1675355303-205,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Nivia Polyester String Bag,,,,,,,,
1675355303-206,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"R for Rabbit Caramello Delight Diaper Bag Backpack -Multi-Function Waterproof Mother Bag for Travel with Baby - Large Capacity, Durable and Stylish.(Grey Black)",,,,,,,,
1675355303-207,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Baggit Women's Sling Bag (Grey),,,,,,,,
1675355303-208,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"HOT DELIVERY BAGS Insulated and Waterproof Door Hanging Bag for Milk Sachets and Bottles Storage, Durable and Light Weight (Sea Green)",,,,,,,,
1675355303-209,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag",,,,,,,,
1675355303-210,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Waterproof USB Anti Theft Travel Backpack,,,,,,,,
1675355303-211,https://www.amazon.in/s?k=bags&page=6&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,ALIZA Women's Tote Bag,,,,,,,,
1675355308-212,https://www.amazon.in/s?k=bags&page=5&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Half Moon Strike 35L Unisex Spacious School/ Laptop/ College/ Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,,,,,,,,
1675355308-213,https://www.amazon.in/s?k=bags&page=5&crid=2M096C61O4MLT&qid=1675352188&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Kuber Industries Travel Toiletry Bag|Undergarments Organizer Bag|Makeup Bags|Transparent Shaving Bag for Men|Water Resistant with Zipper and Handle|Set of 2 (Cream),,,,,,,,
